uid,education,department,grade,gender,headpic,politicalstatus,religion,sourcearea,residence,fatherage,fathereducation,motherage,mothereducation,brothersistercount,parentsmarriage,marriage,isrecommended,isrecommendedbycontest,isartstudent,nativeplace,fathersta,mothersta
353,8,16,6,1,3,4,1,2,2,52,3,52,3,2,3,1,2,2,2,2,1,1
354,8,16,6,1,8,4,1,3,1,60,3,63,2,1,1,1,2,2,2,3,2,2
355,8,16,6,0,7,4,1,7,2,50,4,48,6,0,1,1,2,2,2,7,1,1
356,8,16,6,0,9,4,1,15,2,51,6,52,4,0,4,1,2,2,2,15,1,1
357,8,16,6,0,4,3,1,16,2,52,6,49,7,0,1,1,2,2,2,4,1,1
358,8,16,6,0,5,2,1,23,2,48,6,48,1,3,1,2,2,2,2,10,1,1
359,8,16,6,0,9,3,1,17,2,50,7,49,7,0,1,1,2,2,2,17,1,1
361,8,16,6,0,3,4,1,9,2,49,6,50,4,2,1,1,2,2,2,9,1,1
363,8,16,6,1,3,3,1,2,2,54,4,44,3,0,1,1,2,2,2,2,1,1
366,8,16,6,1,1,4,1,31,2,59,1,57,1,2,1,1,2,2,2,31,1,1
367,8,16,6,1,1,4,1,18,2,47,4,46,4,0,1,1,2,2,2,18,1,1
368,8,16,6,0,9,2,1,17,2,60,1,58,1,1,1,1,2,2,2,12,1,1
369,8,16,6,0,1,4,1,3,1,46,3,49,3,1,2,1,2,2,2,3,1,1
370,8,16,6,0,1,4,1,10,2,55,4,55,7,0,4,1,2,2,2,13,1,1
371,8,16,6,1,1,2,1,9,2,54,2,51,3,1,1,1,2,2,2,9,1,1
373,8,16,6,0,2,4,1,7,2,53,7,49,6,0,1,2,2,2,2,7,1,1
374,8,17,6,0,5,4,1,14,1,45,2,48,3,1,1,1,2,1,2,14,1,1
375,8,17,6,0,1,4,1,12,1,41,1,43,1,1,1,1,2,2,2,2,1,1
376,8,17,6,1,1,4,1,7,2,50,7,49,6,0,1,1,2,2,2,18,1,1
377,8,17,6,0,3,4,1,13,1,48,3,45,2,2,1,1,2,2,2,13,1,1
378,8,17,6,1,2,3,1,14,1,59,3,61,2,3,1,1,2,2,2,14,1,1
379,8,17,6,1,5,4,1,2,2,48,3,52,4,0,1,1,2,2,2,3,1,1
380,8,17,6,1,1,3,1,2,2,45,4,43,7,0,1,1,2,2,2,2,1,1
381,8,17,6,1,1,3,1,16,1,45,3,46,2,0,1,1,2,2,2,16,1,1
382,8,17,6,1,1,3,1,14,1,53,1,55,1,0,1,1,1,2,2,14,1,1
383,8,17,6,1,1,2,1,30,2,63,7,59,4,1,2,1,2,2,2,29,1,1
384,8,17,6,1,2,4,1,2,1,50,4,49,2,2,1,1,2,2,2,2,1,1
386,8,17,6,1,8,4,1,6,1,48,4,47,3,0,1,1,2,2,2,6,1,1
387,8,17,6,1,2,3,1,2,2,49,8,48,8,0,1,1,2,2,2,23,1,1
388,8,17,6,1,8,2,1,4,2,51,4,49,4,0,1,1,2,2,2,17,1,1
389,8,17,6,1,2,3,1,19,2,45,6,47,4,0,1,1,2,2,2,30,1,1
390,8,17,6,1,1,4,1,4,2,51,6,50,6,2,1,1,2,2,2,4,1,1
391,8,17,6,1,7,4,1,7,2,55,4,49,4,0,1,1,2,2,2,7,1,1
392,8,17,6,1,9,4,1,17,1,50,3,50,4,0,2,1,2,2,2,17,1,1
393,8,17,6,1,7,3,1,30,2,46,4,49,4,1,4,1,2,2,2,30,1,1
394,8,17,6,1,2,4,1,12,1,43,3,42,3,2,1,1,2,2,2,12,1,1
395,8,17,6,1,6,4,1,6,2,45,4,43,2,0,1,1,2,2,2,6,1,1
396,8,17,6,1,2,2,1,14,1,50,3,50,3,2,1,1,2,2,2,14,1,1
397,8,17,6,1,2,2,1,31,2,59,4,57,1,1,1,1,2,2,2,31,1,1
398,8,17,6,1,3,3,1,18,2,54,6,52,4,1,1,1,2,2,2,18,1,1
399,8,17,6,1,2,4,1,18,2,56,3,51,3,3,1,1,2,2,2,18,1,1
400,8,17,6,1,7,4,1,26,1,49,3,49,1,2,1,1,2,2,2,26,1,1
402,8,17,6,1,1,3,1,18,2,51,4,49,4,1,1,1,2,2,2,18,1,1
403,8,17,6,0,7,2,1,3,2,47,7,47,7,0,1,1,2,1,2,3,1,1
404,8,17,6,1,5,2,1,17,2,52,4,50,7,0,1,2,2,2,2,17,1,1
405,8,17,6,1,10,4,1,20,1,47,2,46,2,2,1,1,2,2,2,20,1,1
406,8,17,6,0,2,2,1,9,2,70,2,60,2,3,1,2,2,2,2,9,2,1
407,8,17,6,1,3,2,1,35,2,58,8,55,1,2,1,1,2,2,2,35,1,1
408,8,17,6,1,10,4,1,12,2,46,6,44,6,0,1,1,2,2,2,12,1,1
410,8,17,6,1,2,3,1,5,2,53,3,51,2,2,1,1,2,2,2,5,1,1
411,8,17,6,1,1,3,1,10,2,53,6,49,4,0,2,1,2,2,2,10,1,1
412,8,17,6,1,2,4,1,12,2,50,3,48,3,2,1,1,2,2,2,12,1,1
413,8,17,6,1,3,4,1,14,2,46,3,46,2,3,1,1,2,2,2,14,1,1
414,8,17,6,1,8,3,1,5,1,61,1,62,1,3,1,1,2,2,2,5,1,1
415,8,17,6,1,1,4,7,3,1,43,2,44,6,1,1,1,2,2,2,3,1,1
416,8,17,6,1,1,3,1,17,1,55,4,54,4,1,1,1,2,2,2,17,1,1
417,8,17,6,0,9,3,1,32,2,51,7,51,7,0,3,1,2,2,2,3,1,1
418,8,17,6,1,2,4,1,14,1,53,3,56,4,1,1,1,2,2,2,14,1,1
419,8,17,6,1,1,2,1,35,2,60,7,58,4,3,4,1,2,2,2,35,1,1
420,8,17,6,1,2,3,1,17,2,49,2,51,1,3,1,1,2,2,2,17,1,1
421,8,17,6,1,1,4,1,2,2,60,4,61,4,2,1,1,2,2,2,2,1,1
423,8,17,6,1,2,4,1,12,2,48,6,44,6,1,4,1,2,2,2,12,1,1
424,8,17,6,1,1,2,1,2,2,52,3,48,3,3,1,1,2,2,2,7,1,1
425,8,17,6,0,2,3,1,14,2,59,7,59,7,1,1,1,2,2,2,14,1,1
426,8,17,6,1,2,3,1,5,2,51,4,48,2,1,1,1,2,2,2,5,1,1
427,8,17,6,1,1,3,1,5,1,50,3,49,3,2,1,1,2,2,2,5,1,1
428,8,17,6,0,4,3,1,11,1,50,3,47,2,1,1,1,2,2,2,25,1,1
429,8,17,6,1,1,4,1,3,2,48,4,48,4,2,4,1,2,2,2,3,1,1
430,8,17,6,1,1,4,1,5,1,50,3,49,2,1,1,1,2,2,2,5,1,1
431,8,17,6,0,1,4,1,14,1,51,3,46,3,2,1,1,2,2,2,14,1,1
432,8,17,6,1,1,2,1,18,1,52,4,50,4,1,1,1,2,2,2,18,1,1
434,8,17,6,1,9,2,1,35,2,53,4,55,3,2,1,1,2,2,2,35,1,1
435,8,17,6,1,5,4,1,17,2,45,6,44,3,0,1,1,2,2,2,17,1,1
436,8,17,6,1,8,3,1,14,1,49,4,49,3,1,2,1,2,2,2,14,1,1
437,8,17,6,0,4,2,1,3,2,49,6,49,7,1,1,1,2,2,2,3,1,1
438,8,17,6,1,10,4,1,3,2,52,4,48,4,0,1,1,2,2,2,3,1,1
439,8,17,6,1,2,4,1,30,2,49,4,50,4,1,1,1,2,2,2,30,1,1
440,8,17,6,1,1,4,1,13,1,47,4,45,3,2,2,1,2,2,2,13,1,1
441,8,17,6,1,1,4,1,3,1,51,3,46,3,0,1,1,2,2,2,3,2,1
442,8,17,6,1,7,2,1,35,2,55,1,56,1,3,1,2,2,2,2,35,1,1
443,8,17,6,1,2,2,1,32,1,52,4,55,4,2,1,1,2,2,2,32,1,1
444,8,17,6,1,2,2,1,35,2,55,4,54,4,3,1,1,2,2,2,35,1,1
445,8,17,6,1,1,2,1,35,2,56,3,52,4,3,1,1,2,2,2,35,1,1
447,8,17,6,1,1,2,1,35,2,51,6,50,4,2,1,1,2,2,2,35,1,1
448,8,17,6,1,2,2,1,3,1,59,4,60,1,1,1,1,2,2,2,3,1,1
449,8,17,6,0,9,4,1,3,2,56,1,52,4,0,4,1,2,2,2,3,1,1
450,8,17,6,1,8,4,1,3,1,47,1,50,1,2,1,1,2,2,2,3,1,1
451,8,17,6,1,2,4,2,32,2,58,7,58,6,0,2,1,2,2,2,31,1,1
452,8,17,6,1,1,4,3,8,1,58,3,54,2,2,1,1,2,2,2,15,1,1
453,8,17,6,1,1,3,1,14,1,57,2,56,2,4,1,1,1,2,2,14,1,1
454,8,17,6,1,8,3,1,7,1,43,3,43,2,1,1,1,2,2,2,7,1,1
455,8,17,6,1,7,4,1,3,2,51,7,51,7,0,1,1,2,2,2,3,1,1
456,8,17,6,1,1,4,1,6,2,57,1,53,1,3,1,2,2,2,2,12,1,1
457,8,17,6,1,1,2,1,35,2,55,3,50,3,0,1,1,2,2,2,35,1,1
459,8,17,6,0,1,2,1,35,2,51,6,44,4,2,1,1,2,2,2,35,1,1
462,8,17,6,1,2,4,1,3,1,47,3,46,1,1,1,1,2,2,2,3,1,1
463,8,17,6,0,1,3,1,5,2,52,7,51,4,2,1,1,2,2,2,5,1,1
464,8,17,6,1,2,2,1,3,2,48,3,50,1,2,1,1,2,2,2,3,1,1
466,8,17,6,1,9,5,7,35,2,55,3,57,4,1,1,1,2,2,2,35,1,1
467,8,17,6,1,1,2,1,35,1,60,6,60,4,4,2,1,2,2,2,35,2,1
468,8,17,6,0,1,3,1,30,2,48,6,48,4,0,1,1,2,2,2,30,1,1
469,8,17,6,0,9,3,1,14,2,48,7,48,6,0,1,1,2,2,2,14,1,1
470,8,17,6,1,1,4,1,25,2,51,4,48,6,0,1,1,2,2,2,25,1,1
471,8,17,6,1,2,3,1,12,1,48,4,48,3,2,1,1,2,2,2,12,1,1
472,8,17,6,1,3,3,1,6,2,48,2,49,2,0,1,1,2,2,2,6,1,1
474,8,17,6,1,3,3,1,5,2,49,4,49,3,2,1,1,2,2,2,14,1,1
475,8,17,6,1,2,3,1,14,1,56,4,55,6,4,1,1,2,2,2,14,1,1
476,8,17,6,1,2,3,1,6,2,48,4,49,4,0,1,1,2,2,2,6,1,1
477,8,17,6,1,1,4,1,23,2,50,4,46,4,2,1,1,2,2,2,25,1,1
478,8,17,6,1,1,3,1,30,2,47,6,44,3,0,1,1,2,2,2,30,1,1
479,8,17,6,1,1,2,1,13,1,59,1,54,1,3,1,1,2,2,2,13,1,1
480,8,17,6,1,1,4,1,6,2,58,2,54,3,2,1,1,2,2,2,6,1,1
481,8,17,6,0,2,3,1,17,2,47,3,48,2,2,1,1,2,2,2,19,1,1
482,8,17,6,1,7,3,1,15,1,48,4,45,3,3,1,1,2,2,2,15,1,1
483,8,17,6,1,2,4,1,9,1,57,4,58,4,5,1,1,2,2,2,9,1,2
485,8,17,6,1,1,3,1,17,1,45,4,45,4,2,1,1,2,2,2,17,1,1
486,8,17,6,1,1,4,1,12,1,48,3,49,3,2,1,1,2,2,2,12,1,1
487,8,17,6,1,3,4,1,23,2,50,6,50,6,0,1,1,2,2,2,23,1,1
488,8,17,6,1,1,4,1,4,2,52,4,52,4,1,1,1,2,2,2,4,1,1
489,8,17,6,1,1,2,1,3,1,59,3,58,2,2,1,1,2,2,2,3,1,1
490,8,17,6,1,1,2,1,35,2,57,6,51,4,2,1,1,2,2,2,35,1,1
491,8,17,6,1,1,2,1,15,2,50,3,48,2,2,1,1,2,2,2,15,1,1
492,8,17,6,1,1,4,1,20,2,50,4,44,3,0,1,1,2,2,2,13,1,1
493,8,17,6,1,10,2,1,35,2,44,4,43,6,2,4,1,2,2,2,35,1,1
495,8,17,6,1,3,4,1,13,1,47,4,45,4,0,2,1,2,2,2,13,2,1
497,8,17,6,1,1,2,1,3,1,60,6,55,1,2,2,1,2,2,2,3,2,1
498,8,17,6,1,1,2,1,25,2,50,7,50,4,1,1,1,2,2,2,25,1,1
499,8,17,6,0,6,2,1,35,2,54,8,55,8,1,1,1,2,2,2,35,1,1
501,8,17,6,1,2,3,1,5,1,50,3,51,1,4,1,1,2,2,2,5,1,1
503,8,17,6,0,5,3,1,32,2,51,7,52,4,0,1,1,2,2,2,32,1,1
504,8,17,6,0,9,3,1,12,2,50,6,49,7,0,1,1,2,2,2,12,1,1
505,8,17,6,0,5,2,1,15,2,53,4,52,4,3,1,1,2,2,2,15,1,1
506,8,17,6,0,3,3,1,30,2,52,7,47,7,0,1,1,2,2,2,3,1,1
508,8,17,6,1,1,3,1,23,2,47,6,46,6,0,1,1,2,2,2,23,1,1
509,8,17,6,1,1,4,1,6,2,50,7,48,7,0,1,1,2,2,2,6,1,1
513,8,17,6,1,6,2,1,35,2,49,2,46,4,1,1,1,2,2,2,35,1,1
514,8,17,6,1,3,2,1,26,2,63,3,62,3,2,1,1,1,2,2,26,1,1
515,8,17,6,0,9,3,1,17,2,49,7,47,7,0,1,1,2,2,2,4,1,1
516,8,17,6,0,9,3,1,17,1,48,3,47,3,1,1,1,2,2,2,17,1,1
517,8,17,6,0,4,2,1,3,2,49,4,50,7,0,1,1,2,2,2,3,1,1
518,8,17,6,0,2,4,1,5,1,44,3,44,3,4,1,1,2,2,2,5,1,1
520,8,17,6,1,1,2,1,4,2,49,3,47,3,0,2,1,2,2,2,4,1,1
522,8,17,6,1,3,3,1,2,1,58,4,58,2,3,2,1,2,2,2,27,1,1
523,8,17,6,0,3,2,3,35,2,56,6,52,6,2,1,1,2,2,2,35,1,1
524,8,17,6,1,2,3,1,4,1,52,4,53,3,3,1,1,2,2,2,4,1,1
525,8,17,6,0,2,4,3,13,2,52,7,51,4,0,1,1,2,2,2,13,1,1
526,8,17,6,0,2,2,1,5,2,43,3,44,2,1,1,1,2,2,2,5,1,1
527,8,17,6,1,1,3,1,3,1,56,4,56,4,2,1,1,2,2,2,3,1,1
528,8,17,6,0,9,3,1,13,1,44,3,43,3,1,1,1,2,2,2,13,1,1
529,8,17,6,0,1,2,1,35,2,50,4,42,3,3,1,1,2,2,2,35,1,1
530,8,17,6,0,1,2,1,13,2,47,8,46,4,0,1,1,2,2,2,13,1,1
531,8,17,6,1,1,2,1,16,2,58,8,55,7,0,1,1,2,2,2,26,1,1
532,8,17,6,0,1,2,1,25,1,45,6,45,6,2,1,1,2,2,2,25,1,1
533,8,17,6,1,2,3,1,31,2,46,3,50,3,0,1,1,2,2,2,31,1,1
534,8,17,6,0,4,3,1,3,2,49,6,52,4,0,1,1,2,2,2,3,1,1
535,8,17,6,1,2,3,1,3,1,50,3,51,3,0,2,1,2,2,2,3,1,1
536,8,17,6,0,1,3,1,30,2,48,4,47,6,2,1,1,2,2,2,31,1,1
537,8,17,6,0,1,4,1,31,2,49,6,48,4,0,1,1,2,2,1,31,1,1
538,8,17,6,1,2,3,1,12,1,46,2,44,2,0,4,1,2,2,2,12,1,1
539,8,17,6,0,2,4,1,25,2,48,6,46,4,0,1,1,2,2,2,25,1,1
540,8,17,6,1,1,3,1,3,2,52,6,51,4,1,1,1,2,2,2,3,1,1
541,8,17,6,1,1,4,1,3,1,57,3,58,2,4,2,1,2,2,2,6,1,1
542,8,17,6,1,1,2,1,12,1,60,2,52,2,2,1,1,2,2,2,12,1,1
543,8,17,6,0,9,3,1,15,2,45,7,45,7,0,1,1,2,2,2,15,1,1
544,8,17,6,0,1,3,1,23,2,49,7,45,6,0,1,1,2,1,1,18,1,1
545,8,17,6,1,7,3,1,2,2,51,8,51,8,0,4,1,2,2,2,2,1,1
546,8,17,6,1,1,4,1,29,2,49,7,46,4,0,1,1,2,1,2,29,1,1
547,8,17,6,0,9,3,1,3,2,55,7,54,6,0,1,1,2,2,2,3,1,1
548,8,17,6,0,1,3,3,7,2,53,3,49,4,0,1,1,2,1,2,7,1,1
549,8,17,6,0,4,3,1,3,2,47,8,46,4,0,1,1,2,2,2,3,1,1
550,8,17,6,1,1,2,1,35,2,55,7,53,8,3,1,1,2,2,2,35,1,1
551,8,17,6,1,1,4,1,27,1,47,3,46,1,2,1,1,2,2,2,27,1,1
552,8,17,6,0,1,4,1,18,2,51,7,49,6,2,1,1,2,2,2,18,1,1
553,8,17,6,0,9,3,1,30,2,49,7,49,7,1,1,1,2,2,2,30,1,1
554,8,17,6,0,1,4,1,2,2,51,7,47,6,0,1,1,2,2,2,3,1,1
555,8,17,6,0,3,4,1,4,2,47,8,47,6,0,1,1,2,2,2,4,1,1
556,8,17,6,0,1,2,1,3,2,47,3,46,3,1,1,1,2,2,2,3,1,1
557,8,17,6,0,7,3,1,12,2,50,6,48,4,1,1,1,2,2,2,12,1,1
558,8,17,6,0,2,4,1,7,2,51,6,47,1,1,1,1,2,2,2,15,1,1
559,8,17,6,0,1,4,1,18,2,46,7,45,7,0,1,1,2,2,2,18,1,1
560,8,17,6,0,1,3,1,7,2,51,7,52,7,0,1,1,2,1,2,3,1,1
561,8,17,6,0,5,3,1,30,2,51,6,49,6,1,1,1,2,2,2,30,1,1
562,8,17,6,1,2,4,1,12,2,50,6,49,4,1,1,1,2,2,2,12,1,1
563,8,17,6,0,9,3,1,14,2,57,4,57,6,1,1,1,2,2,2,14,1,1
564,8,17,6,0,1,3,1,25,2,50,6,48,7,1,1,1,2,2,2,25,1,1
565,8,17,6,1,1,3,1,3,2,51,7,48,7,0,2,1,2,2,2,3,1,1
566,8,17,6,0,3,2,1,15,1,43,3,43,3,1,1,1,2,1,2,15,1,1
567,8,17,6,1,2,2,3,29,2,50,6,49,6,1,1,1,2,2,2,29,2,1
568,8,17,6,1,4,4,1,32,2,48,6,48,7,0,1,1,2,2,1,30,1,1
569,8,17,6,1,5,3,1,3,1,53,3,53,3,2,1,1,2,2,2,3,1,1
570,8,17,6,0,7,3,1,13,2,53,6,50,4,0,1,2,2,2,1,13,1,1
572,8,17,6,1,1,2,1,13,2,50,1,50,1,0,1,1,2,2,1,13,1,1
573,8,17,6,1,1,3,1,15,1,56,3,46,2,1,1,1,2,2,2,15,1,1
574,8,17,6,1,5,3,1,2,2,55,6,50,6,2,2,1,2,2,2,2,1,1
575,8,17,6,1,1,2,1,2,2,53,6,50,4,3,1,1,2,2,2,12,1,1
576,8,17,6,0,2,2,1,2,2,48,7,47,7,0,1,1,2,2,2,25,1,1
577,8,17,6,0,1,3,1,13,2,47,4,46,7,0,1,1,2,2,2,13,1,1
578,8,17,6,1,1,3,1,16,2,51,7,46,7,0,1,1,2,2,2,18,1,1
579,8,17,6,1,8,3,1,15,2,52,4,43,1,1,4,1,2,2,2,15,2,1
581,8,17,6,1,1,4,1,9,2,60,2,59,2,2,2,1,2,2,2,9,1,1
582,8,17,6,0,1,3,1,13,1,52,3,51,3,2,1,1,2,2,2,14,1,1
583,8,17,6,1,3,3,1,9,1,57,4,51,3,2,1,1,2,2,2,9,1,1
584,8,17,6,0,2,4,1,15,1,52,3,48,2,2,1,1,2,2,2,15,1,1
587,8,17,6,0,8,2,1,4,2,49,7,50,6,0,1,1,2,2,2,4,1,1
588,8,17,6,0,2,3,1,4,2,48,4,48,4,0,1,1,2,2,2,4,1,1
590,8,17,6,0,1,3,1,13,1,50,4,49,3,0,1,1,2,2,2,13,1,1
591,8,17,6,1,4,4,1,3,2,51,4,47,4,1,1,1,2,2,1,3,1,1
592,8,17,6,1,1,2,1,31,2,50,4,47,4,1,4,1,2,2,2,31,1,1
593,8,17,6,1,1,2,1,2,2,52,3,51,3,0,1,1,2,2,2,2,1,1
595,8,17,6,0,1,3,1,7,2,45,4,43,4,3,1,1,2,2,2,18,1,1
596,8,17,6,1,1,2,1,18,2,45,8,46,7,0,1,1,2,2,2,18,1,1
597,8,17,6,1,1,3,1,31,1,51,2,46,3,2,1,1,2,2,2,31,1,1
598,8,17,6,1,1,2,1,2,2,61,4,63,3,1,1,1,2,2,2,2,1,1
599,8,17,6,1,1,4,1,17,2,55,7,54,7,2,1,1,2,2,2,17,1,1
600,8,17,6,1,1,4,1,5,1,50,3,46,2,2,1,1,2,2,2,5,1,1
601,8,17,6,0,1,4,1,2,2,51,7,51,7,0,1,1,2,2,2,2,1,1
602,8,17,6,0,1,3,1,18,2,50,6,48,1,1,1,1,2,2,2,18,1,1
603,8,17,6,1,8,4,2,18,1,44,4,44,4,2,1,1,2,2,2,18,1,1
604,8,17,6,0,1,2,1,17,2,50,7,52,4,1,1,1,2,2,2,17,1,1
605,8,17,6,0,3,4,1,31,1,53,7,52,4,2,1,1,2,2,2,31,1,1
606,8,17,6,1,2,4,3,2,2,50,1,49,1,1,1,1,2,2,2,13,1,1
607,8,17,6,0,1,2,1,14,2,55,4,53,6,2,1,1,2,2,2,14,1,1
608,8,17,6,0,5,4,1,16,2,52,6,53,4,1,1,1,2,2,2,16,1,1
609,8,17,6,0,1,4,1,3,2,50,4,53,6,0,1,1,2,2,2,3,1,1
610,8,17,6,1,1,4,1,15,2,51,4,49,4,0,1,1,2,2,2,15,1,1
611,8,17,6,0,9,3,1,30,2,64,7,63,7,1,1,1,2,2,2,3,1,1
612,8,17,6,1,8,4,1,32,2,56,7,53,6,0,4,1,2,2,2,32,1,1
613,8,17,6,0,1,4,1,14,2,51,3,49,3,3,1,1,2,2,2,14,1,1
614,8,17,6,1,3,3,1,19,2,46,4,47,3,0,1,1,2,2,2,19,1,1
615,8,17,6,1,1,3,1,14,2,52,7,52,7,1,1,1,2,2,2,14,1,1
616,8,17,6,0,2,2,1,17,1,46,4,47,2,2,2,1,2,2,2,17,1,1
617,8,17,6,0,1,4,1,17,2,50,4,46,3,2,1,1,2,2,2,17,1,1
618,8,17,6,0,5,4,1,3,2,51,4,48,6,2,1,1,2,2,1,18,1,1
619,8,17,6,1,9,3,1,3,2,54,7,53,4,0,1,1,2,2,2,30,1,1
620,8,17,6,0,1,2,1,14,2,49,4,49,4,2,1,1,2,2,2,14,1,1
621,8,17,6,0,1,2,1,35,2,56,6,52,6,2,1,1,2,2,2,35,1,1
622,8,17,6,0,1,2,1,2,2,55,3,52,3,2,1,1,1,2,2,2,1,1
623,8,17,6,1,6,2,1,35,2,54,6,51,6,2,1,1,2,2,2,35,1,1
624,8,17,6,1,1,2,1,2,2,53,1,52,1,2,1,1,2,2,2,14,1,1
625,8,17,6,1,1,4,1,22,2,50,6,48,4,0,5,1,2,2,2,14,1,1
626,8,17,6,1,3,4,1,10,2,61,6,51,6,0,1,1,2,2,2,10,1,1
627,8,17,6,0,9,3,1,10,1,45,2,40,2,2,4,1,2,2,2,10,1,1
628,8,17,6,1,1,2,1,35,2,56,8,54,9,3,1,1,2,2,2,35,1,1
629,8,17,6,1,1,2,1,35,2,58,7,56,7,1,1,1,2,2,2,35,1,1
631,8,17,6,1,1,4,1,2,2,49,3,49,1,1,1,1,2,2,2,2,1,1
633,8,17,6,0,1,3,1,6,1,48,3,46,4,0,4,1,2,2,2,6,1,1
634,8,17,6,0,1,3,1,7,2,51,7,51,4,1,1,1,2,2,2,7,1,1
635,8,17,6,1,1,4,1,7,1,49,3,44,2,2,1,2,2,2,2,7,1,1
636,8,17,6,0,9,2,1,35,2,51,6,52,6,3,1,1,2,2,2,35,1,1
637,8,17,6,1,1,2,1,32,2,54,6,52,7,0,1,1,2,2,2,3,1,1
638,8,17,6,0,1,3,1,2,2,48,7,48,7,1,1,1,2,2,2,2,1,1
639,8,17,6,0,4,3,1,30,2,45,3,46,4,0,1,1,2,2,2,30,1,1
640,8,17,6,0,8,3,1,2,2,49,6,48,4,0,1,1,2,2,2,3,1,1
641,8,17,6,1,1,2,1,14,1,54,1,51,1,3,1,2,2,2,2,14,1,1
642,8,17,6,0,4,3,1,30,2,49,3,49,4,0,4,1,2,2,2,30,1,1
643,8,17,6,0,1,3,1,19,2,48,4,50,4,0,1,1,2,2,2,19,1,1
644,8,17,6,0,1,3,1,12,2,55,4,48,1,0,1,1,2,2,2,12,1,1
645,8,17,6,0,5,4,1,19,1,46,4,47,3,1,1,1,2,2,2,18,1,1
646,8,17,6,0,2,4,1,3,2,50,7,50,7,1,1,1,2,2,2,3,1,1
648,8,17,6,1,1,3,1,13,2,49,2,45,4,0,1,1,2,2,2,13,1,1
649,8,17,6,1,8,3,1,14,2,51,3,51,3,1,1,1,2,2,2,14,1,1
650,8,17,6,1,1,4,1,2,2,46,3,45,3,2,1,1,2,2,2,3,1,1
651,8,17,6,0,1,4,1,31,2,47,4,45,4,0,1,1,2,2,2,31,1,1
652,8,17,6,0,7,3,1,17,1,56,4,57,1,4,1,1,2,2,2,17,1,1
653,8,17,6,0,9,3,1,16,2,52,7,48,4,0,1,1,2,2,2,18,1,1
654,8,17,6,0,1,3,1,14,2,48,6,47,6,0,1,1,2,2,2,14,1,1
655,8,17,6,1,1,2,1,2,2,46,1,41,1,0,1,1,2,2,2,12,1,1
656,8,17,6,0,7,3,1,17,2,47,7,45,7,0,1,1,2,2,2,13,1,1
657,8,17,6,1,1,2,1,24,2,50,7,50,7,1,1,1,2,2,2,24,1,1
658,8,17,6,0,10,2,1,35,2,54,4,50,4,3,1,1,2,2,2,35,1,1
659,8,17,6,0,1,2,1,3,2,47,7,48,4,0,1,1,2,2,2,3,1,1
660,8,17,6,1,1,4,1,25,1,46,2,46,2,2,1,1,2,2,2,25,1,1
661,8,17,6,0,2,2,1,5,2,51,4,45,4,2,1,1,2,2,2,5,1,1
662,8,17,6,1,1,2,1,7,1,63,2,58,1,5,1,1,2,2,2,7,2,1
663,8,17,6,1,7,4,1,13,2,50,6,48,6,0,1,1,2,2,2,13,1,1
664,8,17,6,0,1,2,1,27,2,47,4,47,4,0,1,1,2,2,2,27,1,1
665,8,17,6,0,1,3,1,14,2,52,6,52,7,0,1,1,2,2,2,14,1,1
666,8,17,6,0,4,3,1,13,2,51,4,47,6,0,4,1,2,2,1,11,1,1
667,8,17,6,1,8,3,1,14,2,52,4,49,4,2,2,1,2,2,2,14,1,1
668,8,17,6,0,1,4,1,2,1,64,3,61,2,5,2,1,2,2,2,13,1,1
669,8,17,6,1,2,2,7,2,2,52,7,48,6,0,1,1,2,2,2,2,1,1
670,8,17,6,1,3,3,7,14,1,45,3,48,2,1,1,1,2,2,2,14,1,1
671,8,17,6,1,8,2,1,18,2,47,4,45,6,0,1,1,2,2,2,19,1,1
672,8,17,6,0,1,4,1,3,2,51,4,52,6,0,1,1,2,2,2,3,1,1
674,8,17,6,0,1,4,1,14,2,50,6,50,4,0,2,1,2,2,2,14,2,1
675,8,17,6,1,1,4,4,3,2,56,7,55,4,0,1,1,2,2,2,3,1,1
676,8,17,6,0,1,2,1,3,2,46,3,46,3,1,1,1,2,2,2,3,1,1
677,8,17,6,1,1,4,1,19,1,60,3,60,3,2,1,1,2,2,2,19,2,1
678,8,17,6,1,9,3,1,18,2,50,9,48,7,0,1,1,2,2,2,18,1,1
680,8,17,6,0,1,3,1,2,2,51,6,49,3,3,1,1,2,2,2,2,1,1
681,8,17,6,0,7,3,1,17,2,49,7,49,7,0,1,1,2,2,2,17,1,1
683,8,17,6,1,9,2,1,6,2,58,3,54,2,1,1,1,2,2,2,9,1,1
684,8,17,6,1,3,2,1,4,2,48,3,48,3,2,1,1,2,2,2,4,1,1
685,8,17,6,0,1,2,1,2,2,48,6,48,7,0,1,1,2,2,2,17,1,1
687,8,17,6,1,3,2,1,23,2,50,4,47,4,1,1,1,2,2,2,23,1,1
688,8,17,6,0,1,4,1,19,2,50,4,50,6,0,1,1,2,2,2,19,1,1
689,8,17,6,1,1,4,1,12,2,60,3,60,6,0,1,1,2,2,2,12,1,1
690,8,17,6,1,10,3,1,9,2,54,6,44,7,2,1,1,2,2,2,9,1,1
691,8,17,6,1,3,4,1,12,2,52,4,52,4,2,1,1,2,2,2,12,1,1
692,8,17,6,1,1,4,1,30,1,47,3,47,2,2,1,1,2,2,2,5,1,1
693,8,17,6,0,1,3,1,5,2,48,3,50,2,1,4,1,2,2,2,5,1,1
